,cik,company_name,form_type,filing_date,accession,ticker
2626,1376321,"ChinaNet Online Holdings, Inc.",10-K,2015-04-15,0001171843-15-001980,cnet
2630,1376755,"LATITUDE 360, INC.",10-K,2015-04-15,0001144204-15-023006,
2643,1377888,Power of The Dream Ventures Inc,10-K,2015-04-01,0001262463-15-000249,
2645,1377936,SARATOGA INVESTMENT CORP.,10-K,2015-05-20,0001193125-15-195078,saf
2657,1379245,"PEARTRACK SECURITY SYSTEMS, INC.",10-K,2015-04-15,0001379245-15-000014,
2668,1380412,ANGSTRON HOLDINGS Corp,10-K,2015-04-03,0001078782-15-000524,
2676,1381435,"Giggles N' Hugs, Inc.",10-K,2015-04-14,0001493152-15-001408,gigl
2678,1381447,"Munro Developments, Inc.",10-K,2015-04-16,0001078782-15-000590,
2682,1382112,"GREAT CHINA MANIA HOLDINGS, INC.",10-K,2015-04-10,0001511164-15-000204,gmev
2686,1382231,STRONGBOW RESOURCES INC.,10-K,2015-06-02,0001354488-15-002832,ftmr
2697,1383097,NAKED BRAND GROUP INC.,10-K,2015-04-30,0001062993-15-002282,
2711,1383825,"NET TALK.COM, INC.",10-K,2015-04-15,0001144204-15-023052,
2718,1384135,SMARTHEAT INC.,10-K,2015-05-06,0001185185-15-001125,lbti
2726,1385310,UV FLU TECHNOLOGIES INC,10-K,2015-06-25,0001144204-15-039048,
2735,1386018,"Tiger Oil & Energy, Inc.",10-K,2015-04-30,0001558891-15-000063,tgro
2744,1386765,"Saga Energy, Inc.",10-K,2015-06-22,0001214782-15-000039,
2747,1387054,FIRMA HOLDINGS CORP.,10-K,2015-04-15,0001214659-15-003103,
2762,1388486,"Spotlight Innovation, Inc.",10-K,2015-04-15,0001477932-15-002512,stlt
2767,1389034,Kallo Inc.,10-K,2015-04-15,0001002014-15-000162,kalo
2779,1389217,"ALLDIGITAL HOLDINGS, INC.",10-K,2015-04-20,0001493152-15-001525,
2781,1389294,Western Graphite Inc.,10-K,2015-04-14,0001213900-15-002691,
2783,1389415,INFRASTRUCTURE DEVELOPMENTS CORP.,10-K,2015-04-28,0001551163-15-000108,
2785,1389518,"Tongji Healthcare Group, Inc.",10-K,2015-04-14,0001199835-15-000122,cmgr
2789,1390072,"Generation Zero Group, Inc.",10-K,2015-04-14,0001511164-15-000207,
2797,1390705,"Uplift Nutrition, Inc.",10-K,2015-04-15,0001551163-15-000102,
2800,1390778,"VERDE SCIENCE, INC.",10-K,2015-04-20,0001477932-15-002607,
2805,1391407,BIOFUELS POWER CORP,10-K,2015-05-01,0001185185-15-001091,
2818,1392960,"MONGOLIA HOLDINGS, INC.",10-K,2015-06-08,0001393905-15-000305,
2820,1393052,VEEVA SYSTEMS INC,10-K,2015-04-01,0001564590-15-002300,veev
2826,1393540,IGEN NETWORKS CORP,10-K,2015-04-15,0001185185-15-000922,igen
2835,1394108,AJ GREENTECH HOLDINGS.,10-K,2015-05-22,0001554795-15-000246,suic
2851,1396054,ROSTOCK VENTURES CORP,10-K,2015-04-13,0001165527-15-000168,lith
2853,1396118,"HW Holdings, Inc.",10-K,2015-04-08,0001607062-15-000169,
2856,1396279,"hhgregg, Inc.",10-K,2015-05-15,0001396279-15-000018,
2859,1396536,"INFORMATION SYSTEMS ASSOCIATES, INC.",10-K,2015-04-15,0001264931-15-000168,duot
2872,1397951,"Cybergy Holdings, Inc.",10-K,2015-04-13,0001477932-15-002383,
2875,1398529,"GREENKRAFT, INC.",10-K,2015-04-24,0001517126-15-000103,gkit
2878,1398702,"Electronic Cigarettes International Group, Ltd.",10-K,2015-04-01,0001615774-15-000630,
2885,1399306,Grid Petroleum Corp.,10-K,2015-06-30,0001399306-15-000008,simld
2898,1400683,"Strainwise, Inc.",10-K,2015-05-15,0001127855-15-000198,stwc
2908,1401859,Falconridge Oil Technologies Corp.,10-K,2015-06-15,0001165527-15-000284,
2911,1402062,"Lake Victoria Mining Company, Inc.",10-K,2015-06-30,0001062993-15-003622,
2915,1402371,"ELRAY RESOURCES, INC.",10-K,2015-04-02,0001477932-15-002222,elra
2918,1402453,"EZJR, Inc.",10-K,2015-04-17,0001350071-15-000024,hher
2921,1402536,"AI DOCUMENT SERVICES, INC.",10-K,2015-04-14,0001078782-15-000566,
2923,1402737,HCi Viocare,10-K,2015-04-16,0001594062-15-000099,vica
2935,1403568,"Ulta Salon, Cosmetics & Fragrance, Inc.",10-K,2015-04-01,0001193125-15-115602,ulta
2951,1404943,"MetaStat, Inc.",10-K,2015-05-28,0001415889-15-001903,
2959,1405621,"NGA Holdco, LLC",10-K,2015-05-29,0001405621-15-000009,
2969,1407190,Violin Memory Inc,10-K,2015-04-08,0001193125-15-122996,
2971,1407268,ForceField Energy Inc.,10-K,2015-04-15,0001354488-15-001771,
2976,1407704,"LINGERIE FIGHTING CHAMPIONSHIPS, INC.",10-K,2015-06-03,0001557240-15-000378,boty
2988,1408351,"Cardinal Energy Group, Inc.",10-K,2015-04-06,0001493152-15-001257,
2993,1409014,"Crowd Shares Aftermarket, Inc.",10-K,2015-04-06,0001493152-15-001254,
2995,1409171,Titan Machinery Inc.,10-K,2015-04-15,0001409171-15-000012,titn
2999,1409253,"Xterra Building Systems, Inc.",10-K,2015-04-06,0001477932-15-002260,
3001,1409375,"ORION ENERGY SYSTEMS, INC.",10-K,2015-06-12,0001409375-15-000013,oesx
3002,1409431,Theron Resource Group,10-K,2015-05-20,0001062993-15-002951,thro
3009,1409916,Nobilis Health Corp.,10-K,2015-04-02,0001062993-15-001772,nrtsf
3015,1410056,"GreenHunter Resources, Inc.",10-K,2015-04-15,0001437749-15-007432,
3033,1411179,"Red Giant Entertainment, Inc.",10-K,2015-04-06,0001165527-15-000156,
3044,1411685,"VistaGen Therapeutics, Inc.",10-K,2015-06-29,0001415889-15-002221,vtgn
3045,1411688,"Container Store Group, Inc.",10-K,2015-05-08,0001047469-15-004547,tcs
3046,1411730,"Solaris Power Cells, Inc.",10-K,2015-04-21,0001493152-15-001528,
3052,1412068,"Pretoria Resources Two, Inc",10-K,2015-05-14,0001477932-15-003091,
3063,1413263,"CHINA JO-JO DRUGSTORES, INC.",10-K,2015-06-29,0001213900-15-004826,cjjd
3075,1414043,"iHookup Social, Inc.",10-K,2015-04-16,0001199835-15-000134,fdbl
3096,1415998,National Automation Services Inc,10-K,2015-04-15,0001214659-15-003082,
3101,1416265,PROSPER MARKETPLACE INC,10-K,2015-04-06,0001564590-15-002385,
3103,1416697,"Blue Line Protection Group, Inc.",10-K,2015-04-15,0001077048-15-000027,blpg
3106,1416876,"First Choice Healthcare Solutions, Inc.",10-K,2015-04-15,0001144204-15-022784,fchs
3116,1418133,"Biostar Pharmaceuticals, Inc.",10-K,2015-04-15,0001185185-15-000919,
3121,1418372,"Salamander Innisbrook, LLC",10-K,2015-04-16,0001144204-15-023087,
3123,1418780,ColorStars Group,10-K,2015-04-15,0001418780-15-000006,
3127,1419275,"ASAP Expo, Inc.",10-K,2015-04-15,0001185185-15-000926,gbox
3135,1419559,"CAM Group, Inc.",10-K,2015-04-15,0001264931-15-000163,
3146,1419852,MATTRESS FIRM HOLDING CORP.,10-K,2015-04-03,0001558370-15-000438,
3149,1420030,"Targeted Medical Pharma, Inc.",10-K,2015-04-15,0001493152-15-001421,
3156,1420239,GRAPHITE CORP,10-K,2015-04-15,0001477932-15-002448,
3159,1420368,Hemcare Health Services Inc.,10-K,2015-04-14,0001477932-15-002428,dlti
3169,1421289,LIVEWIRE ERGOGENICS INC.,10-K,2015-05-08,0001013762-15-000445,lvvv
3179,1421766,Ceelox Inc.,10-K,2015-04-14,0001002014-15-000158,
3182,1421901,"4Cable TV International, Inc.",10-K,2015-04-15,0001594062-15-000098,
3193,1422222,Adama Technologies Corp,10-K,2015-04-15,0001422222-15-000005,
3201,1423325,"Incoming, Inc.",10-K,2015-04-15,0001445866-15-000442,icnn
3203,1423417,"CONSOLIDATED GEMS, INC.",10-K,2015-06-11,0001157523-15-002049,
3206,1423579,True 2 Beauty Inc.,10-K,2015-06-15,0001213900-15-004486,legx
3207,1423586,UNWALL INTERNATIONAL INC,10-K,2015-06-30,0001214659-15-005110,rihc
3214,1424151,"Plata Resources, Inc.",10-K,2015-04-02,0001477932-15-002228,
3215,1424151,"Plata Resources, Inc.",10-K,2015-04-20,0001477932-15-002597,
3224,1424549,"FUTURELAND, CORP.",10-K,2015-06-08,0001079974-15-000428,futl
3229,1424812,"Amarantus Bioscience Holdings, Inc.",10-K,2015-04-06,0001144204-15-021238,ambs
3241,1425627,"TransBiotec, Inc.",10-K,2015-04-15,0001477932-15-002495,sobr
3254,1427644,"CaerVision Global, Inc.",10-K,2015-06-19,0001427644-15-000018,qban
3263,1428389,"Blox, Inc.",10-K,2015-06-29,0001273511-15-000079,blxx
3267,1428816,"Epoxy, Inc.",10-K,2015-04-15,0001594062-15-000097,epxy
3271,1429393,Bollente Companies Inc.,10-K,2015-04-01,0001077048-15-000023,tkls
3285,1431074,"Bergio International, Inc.",10-K,2015-04-15,0001393905-15-000203,brgo
3290,1431934,OWC Pharmaceutical Research Corp.,10-K,2015-04-01,0001295345-15-000082,owcp
3292,1431959,TORCHLIGHT ENERGY RESOURCES INC,10-K,2015-04-15,0001199835-15-000129,trch
3299,1432754,CIG WIRELESS CORP.,10-K,2015-04-15,0001144204-15-023073,
3301,1432963,ENERGY & TECHNOLOGY CORP.,10-K,2015-04-15,0001213900-15-002766,
3311,1433821,AFFINITY MEDIAWORKS CORP,10-K,2015-05-06,0001354488-15-002126,
3320,1434477,"SUNVALLEY SOLAR, INC.",10-K,2015-04-15,0001551163-15-000101,
3330,1434737,Sears Oil & Gas,10-K,2015-04-13,0001551163-15-000087,srsg
3334,1434994,SILVER HILL MINES INC,10-K,2015-04-14,0001052918-15-000137,
3339,1435387,Discovery Energy Corp.,10-K,2015-06-15,0001144204-15-037063,denr
3341,1435617,"POWERDYNE INTERNATIONAL, INC.",10-K,2015-04-14,0001213900-15-002656,
3344,1436161,United Cannabis Corp,10-K,2015-04-15,0001553350-15-000363,cnabq
3346,1436229,BITCOIN SHOP INC.,10-K,2015-04-15,0001415889-15-001341,btcs
3361,1437517,ADVANCED CREDIT TECHNOLOGIES INC,10-K,2015-04-15,0001010549-15-000136,cloq
3363,1437557,"LILIS ENERGY, INC.",10-K,2015-04-15,0001213900-15-002726,
3372,1438901,"MEDCAREERS GROUP, Inc.",10-K,2015-05-19,0001121781-15-000144,fles
3374,1438943,Stevia First Corp.,10-K,2015-06-25,0001438943-15-000008,vbio
3376,1439133,"Windstream Technologies, Inc.",10-K,2015-04-15,0001493152-15-001458,
3378,1439199,CTPARTNERS EXECUTIVE SEARCH INC.,10-K,2015-04-16,0001439199-15-000019,
3381,1439254,Ceetop Inc.,10-K,2015-04-15,0001213900-15-002714,
3383,1439288,Rexnord Corp,10-K,2015-05-20,0001439288-15-000038,rxn
3384,1439397,"NORTHSIGHT CAPITAL, INC.",10-K,2015-05-20,0001078782-15-000872,ncap
3391,1440517,"Greenfield Farms Food, Inc.",10-K,2015-05-28,0001477932-15-003573,
3397,1441769,DIRECTVIEW HOLDINGS INC,10-K,2015-04-15,0001354488-15-001765,dirv
3410,1443388,GREEN HYGIENICS HOLDINGS INC.,10-K,2015-05-11,0001477932-15-002981,gryn
3414,1443646,Booz Allen Hamilton Holding Corp,10-K,2015-05-21,0001443646-15-000018,bah
3417,1444144,"ACCELERA INNOVATIONS, INC.",10-K,2015-04-15,0001493152-15-001451,
3429,1445235,HYBRID Coating Technologies Inc.,10-K,2015-04-15,0001062993-15-001986,
3432,1445541,TOA Distribution Systems Inc.,10-K,2015-06-30,0001552781-15-000672,
3433,1445815,"U.S. RARE EARTH MINERALS, INC",10-K,2015-04-10,0001213900-15-002590,bixt
3438,1446159,Skyline Medical Inc.,10-K,2015-04-30,0001144204-15-026613,poai
3449,1448056,NEW RELIC INC,10-K,2015-05-28,0001193125-15-204300,newr
3457,1449097,STATIONDIGITAL CORP,10-K,2015-05-29,0001615774-15-001293,
3460,1449349,ADVANCED MEDICAL ISOTOPE Corp,10-K,2015-04-15,0001199835-15-000132,rdgl
3465,1449792,"PIONEER POWER SOLUTIONS, INC.",10-K,2015-04-02,0001449792-15-000011,ppsi
3468,1449934,"CannLabs, Inc.",10-K,2015-06-16,0001571049-15-005076,
3469,1450335,"Commonwealth Income & Growth Fund VII, LP",10-K,2015-04-15,0001376474-15-000103,
3479,1451448,"VGambling, Inc.",10-K,2015-04-01,0001469709-15-000147,gmblw
3483,1451654,"PETROSONIC ENERGY, INC.",10-K,2015-04-15,0001493152-15-001444,
3488,1452476,"Sebring Software, Inc.",10-K,2015-04-15,0001144204-15-023070,
3491,1452580,"EHOUSE GLOBAL, INC.",10-K,2015-04-15,0001078782-15-000574,
3493,1452751,Nimble Storage Inc,10-K,2015-04-02,0001193125-15-117605,
3499,1453001,VACCINOGEN INC,10-K,2015-04-15,0001144204-15-023058,
3507,1454124,"5BARz International, Inc.",10-K,2015-04-15,0001017386-15-000087,
3510,1454510,"HIGH DESERT ASSETS, INC.",10-K,2015-04-15,0001079974-15-000278,
3512,1454742,HDS INTERNATIONAL CORP.,10-K,2015-04-15,0001002014-15-000164,gmer
3516,1455694,"SignPath Pharma, Inc.",10-K,2015-04-09,0001096906-15-000373,
3520,1455926,"Butte Highlands Mining Company, Inc.",10-K,2015-04-14,0001052918-15-000141,irnc
3525,1456455,"Energy Telecom, Inc.",10-K,2015-04-09,0001096906-15-000378,
3530,1456993,"STRAGENICS, INC.",10-K,2015-04-14,0001213900-15-002681,
3532,1457435,"Zentric, Inc.",10-K,2015-04-14,0001477932-15-002397,
3538,1458581,"ZENOSENSE, INC.",10-K,2015-04-14,0001594062-15-000095,zeno
3550,1460329,"Tiger Media, Inc.",10-K,2015-04-15,0001193125-15-131319,flnt
3563,1463208,PETROTERRA CORP.,10-K,2015-06-30,0001493152-15-002705,tlss
3567,1463959,"DS HEALTHCARE GROUP, INC.",10-K,2015-04-15,0001553350-15-000358,
3570,1464165,Pivot Pharmaceuticals Inc.,10-K,2015-05-15,0001477932-15-003314,betrf
3572,1464300,"ALL MARKETING SOLUTIONS, INC.",10-K,2015-04-16,0001494733-15-000062,ptpf
3583,1465509,XcelMobility Inc.,10-K,2015-04-08,0001144204-15-021718,
3615,1469284,Champion Pain Care Corp,10-K,2015-04-29,0001511164-15-000237,
3619,14693,BROWN FORMAN CORP,10-K,2015-06-18,0000014693-15-000014,bf-b
3627,14707,BROWN SHOE CO INC,10-K,2015-04-01,0000014707-15-000020,cal
3633,1471387,"PMX Communities, Inc.",10-K,2015-04-15,0001014897-15-000124,
3636,1471781,Gopher Protocol Inc.,10-K,2015-04-15,0001615774-15-000751,gtch
3641,1472277,KUN DE INTERNATIONAL HOLDINGS INC.,10-K,2015-06-01,0001477932-15-003636,
3646,1472595,"Accretive Health, Inc.",10-K,2015-06-23,0001472595-15-000051,rcm
3650,1472601,RYU APPAREL INC.,10-K,2015-04-30,0001214659-15-003464,
3656,1473287,SMSA CRANE ACQUISITION CORP.,10-K,2015-04-10,0001553350-15-000338,sscr
3662,1473654,"AlphaPoint Technology, Inc.",10-K,2015-04-15,0001161697-15-000179,lvbx
3666,1474167,Cosmos Holdings Inc.,10-K,2015-04-15,0001477932-15-002471,cosm
3671,1474464,"New York REIT, Inc.",10-K,2015-05-11,0001474464-15-000010,
3678,1475899,"NYTEX Energy Holdings, Inc.",10-K,2015-04-01,0001475899-15-000012,
3690,1477009,"Advanced Cannabis Solutions, Inc.",10-K,2015-04-15,0001213900-15-002780,cann
3697,1478087,"VIM BEVERAGE, INC.",10-K,2015-06-15,0001477932-15-003870,
3712,1479488,New Western Energy Corp,10-K,2015-04-15,0000721748-15-000275,
3715,1479681,"iGambit, Inc.",10-K,2015-04-15,0001211524-15-000040,clnh
3718,1479915,VapAria Corp,10-K,2015-04-14,0001387131-15-001290,
3721,1481218,"Massive Interactive, Inc.",10-K,2015-04-03,0001199835-15-000101,
3724,1481427,Technology Applications International Corp,10-K,2015-04-15,0001469709-15-000199,
3730,1482075,"Citadel Exploration, Inc.",10-K,2015-04-16,0001520138-15-000169,coil
3734,1482361,"Stratex Oil & Gas Holdings, Inc.",10-K,2015-04-17,0001213900-15-002823,
3738,1482541,Surna Inc.,10-K,2015-04-16,0001493152-15-001473,srna
3746,1483830,Niska Gas Storage Partners LLC,10-K,2015-06-12,0001047469-15-005420,
3747,1483935,"Empowered Products, Inc.",10-K,2015-04-15,0001019687-15-001454,
3755,1485029,"New Asia Holdings, Inc.",10-K,2015-04-15,0001445866-15-000453,nahd
3761,1485594,"Corruven, Inc.",10-K,2015-04-13,0001144204-15-022421,
3765,1486315,MIDWEST OIL & GAS INC.,10-K,2015-05-28,0001469709-15-000307,
3767,1486597,"SUPERNOVA ENERGY, INC.",10-K,2015-05-01,0001558891-15-000065,
3774,1487252,"RadTek, Inc",10-K,2015-04-07,0001014897-15-000111,
3781,1487718,"U-Vend, Inc.",10-K,2015-04-15,0001580695-15-000137,boxs
3786,1487843,"Kirin International Holding, Inc.",10-K,2015-04-15,0001213900-15-002736,yriv
3788,1487906,"CACHET FINANCIAL SOLUTIONS, INC.",10-K,2015-04-14,0001558370-15-000484,
3794,1487997,"Green Endeavors, Inc.",10-K,2015-04-07,0001445866-15-000396,
3800,1488501,"METROSPACES, INC.",10-K,2015-04-15,0001463967-15-000018,
3805,1488934,Scio Diamond Technology Corp,10-K,2015-06-29,0001575872-15-000047,
3807,1489096,"Thermon Group Holdings, Inc.",10-K,2015-06-01,0001489096-15-000044,thr
3811,1489300,Odenza Corp.,10-K,2015-04-27,0001554855-15-000023,odza
3817,1489902,"CHINA GEWANG BIOTECHNOLOGY, INC.",10-K,2015-04-21,0001511164-15-000222,
3826,1490636,"Gordmans Stores, Inc.",10-K,2015-04-02,0001193125-15-117882,
3829,1490873,"ECO SCIENCE SOLUTIONS, INC.",10-K,2015-05-01,0001490873-15-000006,essi
3833,1490927,Business Development Corp of America,10-K,2015-05-04,0001490927-15-000003,
3835,1490949,"TIGER JIUJIANG MINING, INC.",10-K,2015-05-20,0001062993-15-002949,
3836,1490983,"Campus Crest Communities, Inc.",10-K,2015-04-01,0001144204-15-020341,
3838,1491471,Green Innovations Ltd.,10-K,2015-04-10,0001477932-15-002349,
3843,1491829,ALPHA NETWORK ALLIANCE VENTURES INC.,10-K,2015-04-15,0001171520-15-000279,anav
3845,1492091,AUSCRETE Corp,10-K,2015-04-15,0001492091-15-000002,asck
3847,1492151,"World Moto, Inc.",10-K,2015-04-16,0001062993-15-002003,
3858,1493109,"BALLROOM DANCE FITNESS, INC.",10-K,2015-04-15,0001493109-15-000011,
3864,1493526,PROTECT PHARMACEUTICAL Corp,10-K,2015-04-15,0001551163-15-000098,prtt
3872,1493893,CHINA SHOUGUAN MINING Corp,10-K,2015-04-14,0001469709-15-000183,
3876,1494413,Innovative Product Opportunities Inc.,10-K,2015-04-15,0001262463-15-000266,twoh
3881,1494722,"BISON PETROLEUM, CORP.",10-K,2015-06-04,0001469709-15-000335,
3889,1495220,CarMax Auto Owner Trust 2010-2,10-K,2015-05-22,0001193125-15-198148,
3910,1496741,"HydroPhi Technologies Group, Inc.",10-K,2015-06-26,0001515971-15-000229,
3911,1496818,EXCELSIS INVESTMENTS INC.,10-K,2015-04-15,0001002014-15-000160,stth
3913,1496819,"DMH INTERNATIONAL, INC.",10-K,2015-04-13,0001398432-15-000167,
3919,1497188,"Toys R Us Property Co II, LLC",10-K,2015-04-24,0001497188-15-000004,
3923,1497253,"ORGANOVO HOLDINGS, INC.",10-K,2015-06-09,0001564590-15-004951,onvo
3929,1497647,"Grilled Cheese Truck, Inc.",10-K,2015-04-14,0001615774-15-000734,
3936,1498148,ON THE MOVE SYSTEMS CORP.,10-K,2015-06-15,0001161697-15-000262,aitx
3940,1498380,"ONLINE DISRUPTIVE TECHNOLOGIES, INC.",10-K,2015-04-14,0001062993-15-001962,ondr
3952,1499684,"Z Holdings Group, Inc.",10-K,2015-04-15,0001557240-15-000254,qian
3955,1499785,China Herb Group Holdings Corp,10-K,2015-04-14,0001213900-15-002672,tjbh
3964,1500198,"Original Source Entertainment, Inc.",10-K,2015-04-15,0001144204-15-023047,nmtcd
3972,1500497,GIA INVESTMENTS CORP.,10-K,2015-04-15,0001127855-15-000156,
3973,1500554,"AMERICAN REALTY CAPITAL - RETAIL CENTERS OF AMERICA, INC.",10-K,2015-04-15,0001500554-15-000008,
3978,1500904,"Rowl, Inc.",10-K,2015-04-15,0001615774-15-000740,
3984,1501257,"Yummy Flies, Inc.",10-K,2015-04-15,0001079974-15-000274,pnat
3986,1501268,"Bnet Media Group, Inc.",10-K,2015-04-01,0001551163-15-000071,bntt
3993,1501720,Brenham Oil & Gas Corp.,10-K,2015-04-08,0001501720-15-000005,
3999,1501958,"China Liaoning Dingxu Ecological Agriculture Development, Inc.",10-K,2015-04-15,0001554795-15-000150,clad
4001,1501972,"Sanomedics, Inc.",10-K,2015-05-12,0001477932-15-003009,
4011,1502629,MJ Pharmaceuticals Inc.,10-K,2015-04-15,0001185185-15-000915,
4013,1502630,"PLH Products, Inc.",10-K,2015-04-21,0001062993-15-002066,
4024,1503458,Key Link Assets Corp.,10-K,2015-04-13,0001393905-15-000186,ftxp
4031,1503985,"NUVEL HOLDINGS, INC.",10-K,2015-06-23,0001117768-15-000470,
4038,1504461,NGL Energy Partners LP,10-K,2015-06-01,0001104659-15-042429,ngl-pb
4039,1504464,MARILYNJEAN INTERACTIVE INC.,10-K,2015-04-15,0001078782-15-000568,
4041,1504496,CarMax Auto Owner Trust 2010-3,10-K,2015-05-22,0001193125-15-198155,
4044,1504747,Swisher Hygiene Inc.,10-K,2015-04-01,0001354488-15-001539,
4060,1506295,"VIZCONNECT, INC.",10-K,2015-06-16,0001477932-15-003896,
4062,1506325,Electric Tractor Corp.,10-K,2015-04-13,0001354488-15-001708,
4063,1506374,"ARABELLA EXPLORATION, INC.",10-K,2015-04-15,0001213900-15-002772,
4070,1506503,BREATHE ECIG CORP.,10-K,2015-04-09,0001214659-15-002959,
4074,1506814,JPX Global Inc.,10-K,2015-04-15,0001391609-15-000082,
4084,1507881,"USMD Holdings, Inc.",10-K,2015-04-15,0001193125-15-131517,
4092,1508381,Bionik Laboratories Corp.,10-K,2015-04-15,0001014897-15-000132,bnkl
4100,1509351,"Eventure Interactive, Inc.",10-K,2015-04-14,0001144204-15-022660,
4108,1509879,ROI LAND INVESTMENTS LTD,10-K,2015-04-22,0001019687-15-001572,
4112,1510247,LIFEAPPS DIGITAL MEDIA INC.,10-K,2015-04-15,0001615774-15-000760,lfap
4117,1510891,INDIA ECOMMERCE CORP,10-K,2015-04-15,0001079974-15-000270,
4118,1510949,Malaysia Pro-Guardians Security Management Corp,10-K,2015-04-15,0001554795-15-000152,
4121,1511071,"Poage Bankshares, Inc.",10-K,2015-04-02,0001144204-15-020782,pbsk
4129,1512074,RMG Networks Holding Corp,10-K,2015-04-10,0001398432-15-000158,
4135,1512787,Canwealth Minerals Corp,10-K,2015-04-15,0000721748-15-000253,
4137,1512886,NEUTRA CORP.,10-K,2015-05-18,0001161697-15-000232,ntrr
4143,1513161,"HOME LOAN SERVICING SOLUTIONS, LTD.",10-K,2015-04-06,0001513161-15-000053,
4161,1514418,Integrated Drilling Equipment Holdings Corp,10-K,2015-04-10,0001144204-15-022151,
4166,1514773,CarMax Auto Owner Trust 2011-1,10-K,2015-05-22,0001193125-15-198160,
4167,1514946,"AXIM BIOTECHNOLOGIES, INC.",10-K,2015-04-14,0001387308-15-000034,axim
4170,1514994,"North Texas Energy, Inc.",10-K,2015-04-17,0001096906-15-000404,
4178,1515635,North American Oil & Gas Corp.,10-K,2015-05-14,0001477932-15-003117,
4185,1516079,CLOUD SECURITY CORP.,10-K,2015-05-29,0001019687-15-002189,ucbb
4186,1516332,"Blue Water Global Group, Inc.",10-K,2015-04-13,0001516332-15-000029,
4189,1516522,Primco Management Inc.,10-K,2015-04-15,0001213900-15-002744,
4191,1516559,"Med-Cannabis Pharma, Inc.",10-K,2015-05-14,0001121781-15-000130,
4202,1517389,"Jubilant Flame International, Ltd",10-K,2015-06-05,0001477932-15-003721,jfil
4204,1517598,Nissan Auto Receivables 2011-A Owner Trust,10-K,2015-06-26,0001540639-15-000209,
4207,1517956,STUART KING CAPITAL CORP,10-K,2015-05-01,0001078782-15-000677,
4210,1518222,"Bankrate, Inc.",10-K,2015-06-18,0001518222-15-000023,
4212,1518336,"Virtual Learning Company, Inc.",10-K,2015-05-04,0001493152-15-001702,drem
4213,1518336,"Virtual Learning Company, Inc.",10-K,2015-05-04,0001493152-15-001724,drem
4214,1518336,"Virtual Learning Company, Inc.",10-K,2015-05-04,0001493152-15-001742,drem
4215,1518336,"Virtual Learning Company, Inc.",10-K,2015-05-04,0001493152-15-001752,drem
4227,1518380,Buscar Co,10-K,2015-06-18,0001127855-15-000243,
4248,1519955,"CEFC GLOBAL STRATEGIC HOLDINGS, INC.",10-K,2015-05-29,0001213900-15-004212,
4251,1520108,Spiral Toys Inc.,10-K,2015-04-15,0001511164-15-000216,
4255,1520358,"MamaMancini's Holdings, Inc.",10-K,2015-05-01,0001493152-15-001673,mmmb
4258,1520528,"Real Estate Contacts, Inc.",10-K,2015-04-15,0001173375-15-000047,reac
4261,1520668,"CARDINAL RESOURCES, INC.",10-K,2015-05-08,0001445866-15-000528,
